Source	IslandID	TaxonOrig	GenusL69	SpeciesL69	SubspL69	SpeciesID	SubspID	Sex	Plumage	BodyL	WingL	TailL	BeakW	BeakH	LBeakL	UBeakL	N-UBkL	TarsusL	MToeL
Lack CAS	Snti_Jams	Geospiza magnirostris	Geospiza	magnirostris		Geo.mag	Geo.mag	F			79					21.8	15		
Lack CAS	Snti_Jams	Geospiza magnirostris	Geospiza	magnirostris		Geo.mag	Geo.mag	F			79			20.1		22.3	15.8		
Lack CAS	Snti_Jams	Geospiza magnirostris	Geospiza	magnirostris		Geo.mag	Geo.mag	F			75			20.3		23.3	16.7		
Lack CAS	Snti_Jams	Geospiza magnirostris	Geospiza	magnirostris		Geo.mag	Geo.mag	F			82			20.2		21.9	15.3		
Lack CAS	Snti_Jams	Geospiza magnirostris	Geospiza	magnirostris		Geo.mag	Geo.mag	F			81					22.4	15.8		
Lack CAS	Snti_Jams	Geospiza magnirostris	Geospiza	magnirostris		Geo.mag	Geo.mag	F			80			19.3		23.9	15.4		
Lack CAS	Snti_Jams	Geospiza magnirostris	Geospiza	magnirostris		Geo.mag	Geo.mag	F			81					22.8	17.1		
Lack CAS	Snti_Jams	Geospiza magnirostris	Geospiza	magnirostris		Geo.mag	Geo.mag	F			82			20.2		23.9	16.6		
Lack CAS	Snti_Jams	Geospiza magnirostris	Geospiza	magnirostris		Geo.mag	Geo.mag	F			83			19.2		22.6	16		
Lack CAS	Snti_Jams	Geospiza magnirostris	Geospiza	magnirostris		Geo.mag	Geo.mag	F			80			20.2		23.9	17		
Lack CAS	Snti_Jams	Geospiza magnirostris	Geospiza	magnirostris		Geo.mag	Geo.mag	F			81			20.6		22.7	16.2		
Lack CAS	Snti_Jams	Geospiza magnirostris	Geospiza	magnirostris		Geo.mag	Geo.mag	F			79					22.5	16		
Lack CAS	Snti_Jams	Geospiza magnirostris	Geospiza	magnirostris		Geo.mag	Geo.mag	F			82			18.9		22.9	15.5		
Lack CAS	Snti_Jams	Geospiza magnirostris	Geospiza	magnirostris		Geo.mag	Geo.mag	F			84			19.9		22.9	15.8		
Lack CAS	Snti_Jams	Geospiza magnirostris	Geospiza	magnirostris		Geo.mag	Geo.mag	F			79			16.9		20.6	14.8		
Lack CAS	Snti_Jams	Geospiza magnirostris	Geospiza	magnirostris		Geo.mag	Geo.mag	F			80			19.6		21.9	15.1		
Lack CAS	Rab_Jrv	Geospiza magnirostris	Geospiza	magnirostris		Geo.mag	Geo.mag	M	Black		83			18		21	15		
Lack CAS	Rab_Jrv	Geospiza magnirostris	Geospiza	magnirostris		Geo.mag	Geo.mag	M	Black		81			18.5		21.5	14.9		
Lack CAS	Rab_Jrv	Geospiza magnirostris	Geospiza	magnirostris		Geo.mag	Geo.mag	M	Black		78			17.3		21.2	14.8		
Lack CAS	Rab_Jrv	Geospiza magnirostris	Geospiza	magnirostris		Geo.mag	Geo.mag	M	Black		83			19.5		21.4	15.5		
Lack CAS	Rab_Jrv	Geospiza magnirostris	Geospiza	magnirostris		Geo.mag	Geo.mag	M	Black		85			20.4		22.8	15.9		
Lack CAS	Rab_Jrv	Geospiza magnirostris	Geospiza	magnirostris		Geo.mag	Geo.mag	M	Black		84			18.2		22.2	15.7		
Lack CAS	Rab_Jrv	Geospiza magnirostris	Geospiza	magnirostris		Geo.mag	Geo.mag	M	Black		79			15.8		20	14		
Lack CAS	Rab_Jrv	Geospiza magnirostris	Geospiza	magnirostris		Geo.mag	Geo.mag	M	Black		83			19		22.5	15.6		
Lack CAS	Rab_Jrv	Geospiza magnirostris	Geospiza	magnirostris		Geo.mag	Geo.mag	M	Black		84			18.9		21.6	14.7		
Lack CAS	Rab_Jrv	Geospiza magnirostris	Geospiza	magnirostris		Geo.mag	Geo.mag	M	Black		82			19.1		22.1	15.5		
Lack CAS	Rab_Jrv	Geospiza magnirostris	Geospiza	magnirostris		Geo.mag	Geo.mag	M	Black		79			17.6		21	15		
Lack CAS	Rab_Jrv	Geospiza magnirostris	Geospiza	magnirostris		Geo.mag	Geo.mag	M	Black		85			19.5		23.1	16.3		
Lack CAS	Rab_Jrv	Geospiza magnirostris	Geospiza	magnirostris		Geo.mag	Geo.mag	M	Black		86			18.2		21.7	15.1		
Lack CAS	Rab_Jrv	Geospiza magnirostris	Geospiza	magnirostris		Geo.mag	Geo.mag	M	Black		84			20		21	14.9		
Lack CAS	Rab_Jrv	Geospiza magnirostris	Geospiza	magnirostris		Geo.mag	Geo.mag	M	Black		81			17.2		21.8	15.2		
Lack CAS	Rab_Jrv	Geospiza magnirostris	Geospiza	magnirostris		Geo.mag	Geo.mag	M	Black		82			18.6		21.1	15.1		
Lack CAS	Rab_Jrv	Geospiza magnirostris	Geospiza	magnirostris		Geo.mag	Geo.mag	M	Black		85					24	16.8		
Lack CAS	Rab_Jrv	Geospiza magnirostris	Geospiza	magnirostris		Geo.mag	Geo.mag	M	Black		82			19.7		23.5	16		
Lack CAS	Rab_Jrv	Geospiza magnirostris	Geospiza	magnirostris		Geo.mag	Geo.mag	M	Black		86			20.3		23.2	17		
Lack CAS	Rab_Jrv	Geospiza magnirostris	Geospiza	magnirostris		Geo.mag	Geo.mag	M	Black		85					23.1	16.6		
Lack CAS	Rab_Jrv	Geospiza magnirostris	Geospiza	magnirostris		Geo.mag	Geo.mag	M	Black		83			18.6		22.3	15.1		
Lack CAS	Rab_Jrv	Geospiza magnirostris	Geospiza	magnirostris		Geo.mag	Geo.mag	M	P. black		85			18.8		21.6	14.9		
Lack CAS	Rab_Jrv	Geospiza magnirostris	Geospiza	magnirostris		Geo.mag	Geo.mag	M	P. black		79			18.2		22.5	15.6		
Lack CAS	Rab_Jrv	Geospiza magnirostris	Geospiza	magnirostris		Geo.mag	Geo.mag	M	P. black		85			16.9		19.9	13.9		
Lack CAS	Rab_Jrv	Geospiza magnirostris	Geospiza	magnirostris		Geo.mag	Geo.mag	M	P. black		81			17.4		21.3	14.8		
Lack CAS	Rab_Jrv	Geospiza magnirostris	Geospiza	magnirostris		Geo.mag	Geo.mag	M	P. black		83			18.2		20.9	14.9		
Lack CAS	Rab_Jrv	Geospiza magnirostris	Geospiza	magnirostris		Geo.mag	Geo.mag	M	P. black		84			18.3		21.2	14.8		
Lack CAS	Rab_Jrv	Geospiza magnirostris	Geospiza	magnirostris		Geo.mag	Geo.mag	M	Juv.		81			18.5		22.2	15.3		
Lack CAS	Rab_Jrv	Geospiza magnirostris	Geospiza	magnirostris		Geo.mag	Geo.mag	M	Juv.		79			18.5		22	14.5		
Lack CAS	Rab_Jrv	Geospiza magnirostris	Geospiza	magnirostris		Geo.mag	Geo.mag	M	Juv.		79			18.1		20.8	14.5		
Lack CAS	Rab_Jrv	Geospiza magnirostris	Geospiza	magnirostris		Geo.mag	Geo.mag	M	Juv.		81			20.2		22.8	15.5		
Lack CAS	Rab_Jrv	Geospiza magnirostris	Geospiza	magnirostris		Geo.mag	Geo.mag	M	Juv.		85			18.5		22.5	15.9		
Lack CAS	Rab_Jrv	Geospiza magnirostris	Geospiza	magnirostris		Geo.mag	Geo.mag	F			83			18.5		22.2	15.3		
Lack CAS	Rab_Jrv	Geospiza magnirostris	Geospiza	magnirostris		Geo.mag	Geo.mag	F			81			19.2		22.7	15.9		
Lack CAS	Rab_Jrv	Geospiza magnirostris	Geospiza	magnirostris		Geo.mag	Geo.mag	F			81			17.9		21.3	14.8		
Lack CAS	Rab_Jrv	Geospiza magnirostris	Geospiza	magnirostris		Geo.mag	Geo.mag	F			80			17.5		21.7	15		
Lack CAS	Rab_Jrv	Geospiza magnirostris	Geospiza	magnirostris		Geo.mag	Geo.mag	F			80			16.9		20.6	14.3		
Lack CAS	Rab_Jrv	Geospiza magnirostris	Geospiza	magnirostris		Geo.mag	Geo.mag	F			78			18.2		21.7	15.1		
Lack CAS	Rab_Jrv	Geospiza magnirostris	Geospiza	magnirostris		Geo.mag	Geo.mag	F			79			18.4		21.4	15.4		
Lack CAS	Rab_Jrv	Geospiza magnirostris	Geospiza	magnirostris		Geo.mag	Geo.mag	F			81			16.9		19.7	14.1		
Lack CAS	Rab_Jrv	Geospiza magnirostris	Geospiza	magnirostris		Geo.mag	Geo.mag	F			80			17.6		21.4	15		
Lack CAS	Rab_Jrv	Geospiza magnirostris	Geospiza	magnirostris		Geo.mag	Geo.mag	F			79			17.3		20.3	14.1		
Lack CAS	Rab_Jrv	Geospiza magnirostris	Geospiza	magnirostris		Geo.mag	Geo.mag	F			78			17.4		23	16.1		
Lack CAS	Rab_Jrv	Geospiza magnirostris	Geospiza	magnirostris		Geo.mag	Geo.mag	F			75			18		21	14.1		
Lack CAS	Rab_Jrv	Geospiza magnirostris	Geospiza	magnirostris		Geo.mag	Geo.mag	F			83			19.3		21.8	15.1		
Lack CAS	Balt_SS	Geospiza magnirostris	Geospiza	magnirostris		Geo.mag	Geo.mag	F			79			19.2		22	15.3		
Lack CAS	Balt_SS	Geospiza magnirostris	Geospiza	magnirostris		Geo.mag	Geo.mag	F			73			17.6		21.1	14.9		
Lack CAS	Balt_SS	Geospiza magnirostris	Geospiza	magnirostris		Geo.mag	Geo.mag	F			77			15.3		20.4	14		
Lack CAS	SCru_Inde	Geospiza magnirostris	Geospiza	magnirostris		Geo.mag	Geo.mag	M	Black		83			20.8		23.3	16.2		
Lack CAS	SCru_Inde	Geospiza magnirostris	Geospiza	magnirostris		Geo.mag	Geo.mag	M	Black		86			20.8		23	16		
Lack CAS	SCru_Inde	Geospiza magnirostris	Geospiza	magnirostris		Geo.mag	Geo.mag	M	Black		85			21		23.1	16.3		
Lack CAS	SCru_Inde	Geospiza magnirostris	Geospiza	magnirostris		Geo.mag	Geo.mag	M	Black		83			19		22.7	15.7		
Lack CAS	SCru_Inde	Geospiza magnirostris	Geospiza	magnirostris		Geo.mag	Geo.mag	M	P. black		82			20.9		22.6	15.9		
Lack CAS	SCru_Inde	Geospiza magnirostris	Geospiza	magnirostris		Geo.mag	Geo.mag	M	P. black		82			19.4		22	15.6		
Lack CAS	SCru_Inde	Geospiza magnirostris	Geospiza	magnirostris		Geo.mag	Geo.mag	M	P. black		82			17.8		21.7	14.7		
Lack CAS	SCru_Inde	Geospiza magnirostris	Geospiza	magnirostris		Geo.mag	Geo.mag	M	Juv.		78			19.2		22.1	15.8		
Lack CAS	SCru_Inde	Geospiza magnirostris	Geospiza	magnirostris		Geo.mag	Geo.mag	M	Juv.		75			16.3		19.9	14.3		
Lack CAS	SCru_Inde	Geospiza magnirostris	Geospiza	magnirostris		Geo.mag	Geo.mag	M	Juv.		79			19		21	14.4		
Lack CAS	SCru_Inde	Geospiza magnirostris	Geospiza	magnirostris		Geo.mag	Geo.mag	M	Juv.		76			16.3		20.5	14		
Lack CAS	SCru_Inde	Geospiza magnirostris	Geospiza	magnirostris		Geo.mag	Geo.mag	F			78			19.7		22.1	15.6		
Lack CAS	SCru_Inde	Geospiza magnirostris	Geospiza	magnirostris		Geo.mag	Geo.mag	F			76			19.7		21.6	15.7		
Lack CAS	SCru_Inde	Geospiza magnirostris	Geospiza	magnirostris		Geo.mag	Geo.mag	F			79			18.9		21.4	14.7		
Lack CAS	SCru_Inde	Geospiza magnirostris	Geospiza	magnirostris		Geo.mag	Geo.mag	F			76			20.3		21.8	15.1		
Lack CAS	SCru_Inde	Geospiza magnirostris	Geospiza	magnirostris		Geo.mag	Geo.mag	F			78			19.2		21.4	14.8		
Lack CAS	SCru_Inde	Geospiza magnirostris	Geospiza	magnirostris		Geo.mag	Geo.mag	F			79			17.7		20.7	14.4		
Lack CAS	SCru_Inde	Geospiza magnirostris	Geospiza	magnirostris		Geo.mag	Geo.mag	F			82			21.2		23.2	16.4		
Lack CAS	SCru_Inde	Geospiza magnirostris	Geospiza	magnirostris		Geo.mag	Geo.mag	F			79			17.7		20.8	14.1		
Lack CAS	SCru_Inde	Geospiza magnirostris	Geospiza	magnirostris		Geo.mag	Geo.mag	F			70			17.8		20.7	14.3		
Lack CAS	SCru_Inde	Geospiza magnirostris	Geospiza	magnirostris		Geo.mag	Geo.mag	F			79			18.4		21.8	15.2		
Lack CAS	SCru_Inde	Geospiza magnirostris	Geospiza	magnirostris		Geo.mag	Geo.mag	F			81			19		21.6	15.1		
Lack CAS	Pnz_Dnc	Geospiza magnirostris	Geospiza	magnirostris		Geo.mag	Geo.mag	M	P. black		80			18.8		22.1	14.8		
Lack CAS	Pnz_Dnc	Geospiza magnirostris	Geospiza	magnirostris		Geo.mag	Geo.mag	F			78			19.2		21.4	15.3		
Lack CAS	Frn_Nrb	Geospiza magnirostris	Geospiza	magnirostris		Geo.mag	Geo.mag	M	Black		81			19		21.9	15.7		
Lack CAS	Frn_Nrb	Geospiza magnirostris	Geospiza	magnirostris		Geo.mag	Geo.mag	F			79			17.8		20.2	14.5		
Lack CAS	Frn_Nrb	Geospiza magnirostris	Geospiza	magnirostris		Geo.mag	Geo.mag	F			76			16.7		19.2	13.9		
Lack CAS	Isa_Alb	Geospiza magnirostris	Geospiza	magnirostris		Geo.mag	Geo.mag	M	Black		81			17.7		21.6	15.1		
Lack CAS	Isa_Alb	Geospiza magnirostris	Geospiza	magnirostris		Geo.mag	Geo.mag	M	Black		81			18.5		22.7	16		
Lack CAS	Isa_Alb	Geospiza magnirostris	Geospiza	magnirostris		Geo.mag	Geo.mag	M	Juv.		75			17		19.8	14.4		
Lack CAS	Isa_Alb	Geospiza magnirostris	Geospiza	magnirostris		Geo.mag	Geo.mag	F			76			18.3		20	13.3		
Lack CAS	Isa_Alb	Geospiza magnirostris	Geospiza	magnirostris		Geo.mag	Geo.mag	F			76			16.7		20.1	14.2		
Lack CAS	Isa_Alb	Geospiza magnirostris	Geospiza	magnirostris		Geo.mag	Geo.mag	M	Black		86			20.1		23	16.1		
Lack CAS	Isa_Alb	Geospiza magnirostris	Geospiza	magnirostris		Geo.mag	Geo.mag	M	P. black		84			20.2		23.3	16.1		
Lack CAS	Isa_Alb	Geospiza magnirostris	Geospiza	magnirostris		Geo.mag	Geo.mag	M	P. black		82					24	16.6		
Lack CAS	Isa_Alb	Geospiza magnirostris	Geospiza	magnirostris		Geo.mag	Geo.mag	M	Juv.		82			18.4		22.1	15.8		
Lack CAS	Isa_Alb	Geospiza magnirostris	Geospiza	magnirostris		Geo.mag	Geo.mag	M	Juv.		77			16.9		20.8	14.8		
Lack CAS	Isa_Alb	Geospiza magnirostris	Geospiza	magnirostris		Geo.mag	Geo.mag	M	Juv.		77			16.3		21	14.4		
Lack CAS	Isa_Alb	Geospiza magnirostris	Geospiza	magnirostris		Geo.mag	Geo.mag	M	Juv.		76			16.5		20.7	14.5		
Lack CAS	Isa_Alb	Geospiza magnirostris	Geospiza	magnirostris		Geo.mag	Geo.mag	F			80			19.9		22.1	14.9		
Lack CAS	SFe_Brngt	Geospiza magnirostris	Geospiza	magnirostris		Geo.mag	Geo.mag	M	Black		82			16.8		21.4	15.2		
Lack CAS	SFe_Brngt	Geospiza magnirostris	Geospiza	magnirostris		Geo.mag	Geo.mag	M	P. black		80			19.4		22.6	15.2		
Lack CAS	Flor_Chrl	Geospiza magnirostris	Geospiza	magnirostris		Geo.mag	Geo.mag	M	P. black		78			18.8		21.3	14.9		
Lack CAS	Balt_SS	Geospiza magnirostris	Geospiza	magnirostris		Geo.mag	Geo.mag	M	Juv.		73			17.3		18.8	13.3		
Lack CAS	SCru_Inde	Geospiza magnirostris	Geospiza	magnirostris		Geo.mag	Geo.mag	F						15.8		20.1	14.1		
Lack CAS	SCru_Inde	Geospiza magnirostris	Geospiza	magnirostris		Geo.mag	Geo.mag	F			75			15.7		19.9	13.9		
Lack CAS	Pnt_Abng	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black		64			11.3		16.2	11		
Lack CAS	Pnt_Abng	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black		64			11.5		17	11.2		
Lack CAS	Pnt_Abng	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black		67			11.1		15.6	11		
Lack CAS	Pnt_Abng	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black		66			12.3		17	11.9		
Lack CAS	Pnt_Abng	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black		68			11.5		15.9	11.6		
Lack CAS	Pnt_Abng	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black		66					16.5	12		
Lack CAS	Pnt_Abng	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black		66					15.9	11		
Lack CAS	Pnt_Abng	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black		67			12.1		16.8	11.7		
Lack CAS	Pnt_Abng	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black		66			11.6		15.6	10.8		
Lack CAS	Pnt_Abng	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black					12.9		17.2	12.1		
Lack CAS	Pnt_Abng	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black		72			12.7		16.5	11.4		
Lack CAS	Pnt_Abng	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black		65			12.3		15.8	11.2		
Lack CAS	Pnt_Abng	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	P. black		64			11.6		16.8	11.3		
Lack CAS	Pnt_Abng	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	P. black		64			11.9		17	11.3		
Lack CAS	Pnt_Abng	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	P. black		67			11.3		15	10.4		
Lack CAS	Pnt_Abng	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	P. black		65			12.1		17	12.2		
Lack CAS	Pnt_Abng	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	P. black		67					16	11.1		
Lack CAS	Pnt_Abng	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	P. black		64			11.7		15.3	10.8		
Lack CAS	Pnt_Abng	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	P. black		64					16	11.4		
Lack CAS	Pnt_Abng	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	P. black		63					16.1	11.4		
Lack CAS	Pnt_Abng	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	P. black		66			12.6		17.2	12		
Lack CAS	Pnt_Abng	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	P. black		63			11.7		15.2	10.4		
Lack CAS	Pnt_Abng	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	P. black		67					16.9	12		
Lack CAS	Pnt_Abng	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	P. black		62			10.7		15.5	11		
Lack CAS	Pnt_Abng	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	P. black		65			12.3		16.1	11.8		
Lack CAS	Pnt_Abng	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Juv.		65			11.6		15.7	10.9		
Lack CAS	Pnt_Abng	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Juv.		62			10.9		15.5	11.1		
Lack CAS	Pnt_Abng	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Juv.		61			11		15.7	11.4		
Lack CAS	Pnt_Abng	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Juv.		64			11.4		15.4	11		
Lack CAS	Pnt_Abng	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Juv.		67			11.5		15.5	11.1		
Lack CAS	Pnt_Abng	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Juv.		65			11.8		15.5	10.8		
Lack CAS	Pnt_Abng	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Juv.		68			12.3		16.9	11.9		
Lack CAS	Pnt_Abng	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Juv.		63			11.5		16.1	11.2		
Lack CAS	Pnt_Abng	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Juv.		63			11.7		16	11.1		
Lack CAS	Pnt_Abng	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Juv.		66			11.8		16.2	11.2		
Lack CAS	Pnt_Abng	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Juv.		64			11.3		15.3	10.8		
Lack CAS	Pnt_Abng	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Juv.		67			11.3		15.6	10.8		
Lack CAS	Pnt_Abng	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Juv.		63			11.9		15.8	10.8		
Lack CAS	Pnt_Abng	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Juv.		66			12.4		16.6	11.5		
Lack CAS	Pnt_Abng	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Juv.		63			12.1		15.3	10.6		
Lack CAS	Pnt_Abng	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Juv.		65			11.6		14.8	10.8		
Lack CAS	Pnt_Abng	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Juv.		71			14.1		17.7	12.5		
Lack CAS	Pnt_Abng	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Juv.		64			12.3		16	11.4		
Lack CAS	Pnt_Abng	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			65			11.3		16	11.2		
Lack CAS	Pnt_Abng	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			63			11.4		17	11.7		
Lack CAS	Pnt_Abng	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			59			11.3		16.6	11.2		
Lack CAS	Pnt_Abng	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			64			11.7		16	11.2		
Lack CAS	Pnt_Abng	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			60			10.9		16.1	11		
Lack CAS	Pnt_Abng	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			62					16	10.9		
Lack CAS	Pnt_Abng	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			61			11.9		16	11.1		
Lack CAS	Pnt_Abng	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			62					14.7	11		
Lack CAS	Pnt_Abng	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			58			11.1		15.2	10.9		
Lack CAS	Pnt_Abng	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			62			10.5		15.3	11		
Lack CAS	Pnt_Abng	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			60			10.8		15.3	10.8		
Lack CAS	Pnt_Abng	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			61			11.2		15.6	11.1		
Lack CAS	Pnt_Abng	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			65			11.5		15	10.3		
Lack CAS	Pnt_Abng	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			62			12		15.8	11		
Lack CAS	Pnt_Abng	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			64			12.1		17	11.8		
Lack CAS	Pnt_Abng	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			62			11.6		14.8	10.1		
Lack CAS	Pnt_Abng	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			66			12.9		16.4	11.2		
Lack CAS	Pnt_Abng	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			64			11.6		15.8	11.2		
Lack CAS	Pnt_Abng	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			61			11.3		16.2	11.2		
Lack CAS	Wlf_Wnm	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Juv.		72			14		18.3	13.2		
Lack CAS	Gnov_Twr	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black		69					16.5	11.3		
Lack CAS	Mrch_Bndl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black		65			11.7		16.3	11.4		
Lack CAS	Mrch_Bndl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black		66			12.2		16.9	11.8		
Lack CAS	Mrch_Bndl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black		66			11.7		15.9	11.3		
Lack CAS	Mrch_Bndl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black		68			11.5		16.4	12		
Lack CAS	Mrch_Bndl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black		68			12.4		16.3	11.3		
Lack CAS	Mrch_Bndl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black		68			12.4		16.4	11.2		
Lack CAS	Mrch_Bndl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black		67			12.4		16.2	11.3		
Lack CAS	Mrch_Bndl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black		66			12		15.9	11.3		
Lack CAS	Mrch_Bndl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black		66			11.6		16.2	11.4		
Lack CAS	Mrch_Bndl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black		67			11.6		16.2	11.4		
Lack CAS	Mrch_Bndl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black		67			12.6		17.3	12.2		
Lack CAS	Mrch_Bndl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black		70			12		16.2	11.2		
Lack CAS	Mrch_Bndl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black		67			11.9		16.1	11.4		
Lack CAS	Mrch_Bndl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	P. black		64			11.8		15.9	11.5		
Lack CAS	Mrch_Bndl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	P. black		66			12.7		16.9	12.2		
Lack CAS	Mrch_Bndl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	P. black		68			11.8		16.7	12		
Lack CAS	Mrch_Bndl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	P. black		69			12.3		16.3	11.5		
Lack CAS	Mrch_Bndl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	P. black		68			12.4		17	12.5		
Lack CAS	Mrch_Bndl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	P. black		65					17.1	12.5		
Lack CAS	Mrch_Bndl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	P. black		64			11.9		17.1	12.1		
Lack CAS	Mrch_Bndl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	P. black		66			12.1		15.7	11.1		
Lack CAS	Mrch_Bndl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Juv.		65			12.7		17.3	12.2		
Lack CAS	Mrch_Bndl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Juv.		68			11.7		17.3	12.3		
Lack CAS	Mrch_Bndl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Juv.		66			12.9		17	11.9		
Lack CAS	Mrch_Bndl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Juv.		63			12.1		16.2	11.6		
Lack CAS	Mrch_Bndl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Juv.		65			11.9		15.7	11		
Lack CAS	Mrch_Bndl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Juv.		67			12.5		17.2	12.1		
Lack CAS	Mrch_Bndl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Juv.		65			12.7		16.8	12.2		
